"id"	"sheet_no"	"cas"	"cas_no"	"goods_name"
"7166"	"表4"	"19700-21-1"	"19700-21-1"	"[4S-(4α,4aα,8aβ)]-八氢-4,8α-二甲基-4α(2H)-萘酚"
"7167"	"表4"	"19700-21-1[甲醇溶液]"	"19700-21-1"	"[4S-(4α,4aα,8aβ)]-八氢-4,8α-二甲基-4α(2H)-萘酚，甲醇溶液"
"7168"	"表4"	"202120-08-9[甲醇溶液]"	"202120-08-9"	"[D-Asp3,E-Dhb7]-微囊藻毒素RR，甲醇溶液"
"7169"	"表4"	"202120-08-9"	"202120-08-9"	"[D-Asp3,E-Dhb7]-微囊藻毒素RR"
"7170"	"表2"	"16849-44-8"	"16849-44-8"	"△-(9-11)-四氢大麻酚"
"7171"	"表2"	"100389-74-0"	"100389-74-0"	"1-(2-苯并呋喃基)-N-甲基-2-丙胺，盐酸盐"
"7172"	"表2"	"806596-15-6"	"806596-15-6"	"1-(2-苯并呋喃基)-N-甲基-2-丙胺"
"7173"	"表4"	"68157-60-8[甲醇溶液]"	"68157-60-8"	"1-(2-氯-4-吡啶基)-3-苯脲，甲醇溶液"
"7174"	"表4"	"68157-60-8"	"68157-60-8"	"1-(2-氯-4-吡啶基)-3-苯脲"
"7175"	"表4"	"98377-35-6[易燃溶剂溶液]"	"98377-35-6"	"1-(2-氯苯基)-1,4-二氢-5-四唑啉酮，溶液"
"7176"	"表4"	"98377-35-6"	"98377-35-6"	"1-(2-氯苯基)-1,4-二氢-5-四唑啉酮"
"7177"	"表2"	"1400742-66-6"	"1400742-66-6"	"1-(2-噻吩基)-2-(N-吡咯烷基)-1-戊酮"
"7178"	"表2"	"6640-24-0"	"6640-24-0"	"1-(3-氯苯基)哌嗪"
"7179"	"表4"	"65369-76-8"	"65369-76-8"	"1-(3-氯苯基)哌嗪，盐酸盐"
"7180"	"表4"	"65369-76-8[甲醇溶液]"	"65369-76-8"	"1-(3-氯苯基)哌嗪，盐酸盐，甲醇溶液"
"7181"	"表2"	"15532-75-9"	"15532-75-9"	"1-(3-三氟甲基)苯基哌嗪"
"7182"	"表2"	"850352-62-4"	"850352-62-4"	"1-(4-氟苯基)-2-(N-吡咯烷基)-1-戊酮"
"7183"	"表2"	"1800098-36-5"	"1800098-36-5"	"1-(4-氟苄基)吲哚-3-甲酸-8-喹啉酯"
"7184"	"表2"	"14979-97-6"	"14979-97-6"	"1-(4-甲氧基苯基)-2-(N-吡咯烷基)-1-戊酮"
"7185"	"表4"	"1506-02-1[易燃溶剂溶液]"	"1506-02-1"	"1-(5,6,7,8-四氢-3,5,5,6,8,8-六甲基-2-萘基)-1-乙酮，溶液"
"7186"	"表4"	"1506-02-1"	"1506-02-1"	"1-(5,6,7,8-四氢-3,5,5,6,8,8-六甲基-2-萘基)-1-乙酮"
"7187"	"表2"	"1364933-54-9"	"1364933-54-9"	"1-(5-氟戊基)-3-(2,2,3,3-四甲基环丙甲酰基)吲哚"
"7188"	"表2"	"1354631-24-5"	"1354631-24-5"	"1-(5-氟戊基)-3-(4-甲基-1-萘甲酰基)吲哚"
"7189"	"表2"	"1364933-60-7"	"1364933-60-7"	"1-(5-氟戊基)-3-(4-乙基-1-萘甲酰基)吲哚"
"7190"	"表2"	"1400742-41-7"	"1400742-41-7"	"1-(5-氟戊基)吲哚-3-甲酸-8-喹啉酯"
"7191"	"表2"	"29025-67-0"	"29025-67-0"	"1-(对氯苯基)-2,8,9-三氧-5-氮-1-硅双环[3.3.3]十二烷"
"7192"	"表4"	"54925-64-3[易燃溶剂溶液]"	"54925-64-3"	"1-(叔丁基二甲基甲硅烷基)咪唑，溶液"
"7193"	"表4"	"54925-64-3"	"54925-64-3"	"1-(叔丁基二甲基甲硅烷基)咪唑"
"7194"	"表2"	"15667-10-4"	"15667-10-4"	"1,1-二(叔戊基过氧)环己烷，溶液"
"7195"	"表2"	"932-64-9"	"932-64-9"	"1,2-二氢-5-硝基-3H-1,2,4-三唑-3-酮"
"7196"	"表4"	"1222-05-5[非易燃溶剂溶液]"	"1222-05-5"	"1,3,4,6,7,8-六氢-4,6,6,7,8,8-六甲基环戊并[g]-2-苯并吡喃，溶液"
"7197"	"表4"	"1222-05-5[易燃溶剂溶液]"	"1222-05-5"	"1,3,4,6,7,8-六氢-4,6,6,7,8,8-六甲基环戊并[g]-2-苯并吡喃，溶液"
"7198"	"表4"	"1222-05-5"	"1222-05-5"	"1,3,4,6,7,8-六氢-4,6,6,7,8,8-六甲基环戊并[g]-2-苯并吡喃"
"7199"	"表2"	"1034-11-3"	"1034-11-3"	"1,4-二苄基哌嗪"
"7200"	"表2"	"335160-66-2"	"335160-66-2"	"1-[(N-甲基-2-哌啶基)甲基]-3-(1-金刚烷基甲酰基)吲哚"
"7201"	"表2"	"137642-54-7"	"137642-54-7"	"1-[(N-甲基-2-哌啶基)甲基]-3-(1-萘甲酰基)吲哚"
"7202"	"表2"	"444912-75-8"	"444912-75-8"	"1-[(N-甲基-2-哌啶基)甲基]-3-(2-碘苯甲酰基)吲哚"
"7203"	"表2"	"783241-66-7"	"783241-66-7"	"1-[3,4-(亚甲二氧基)苯基]-2-(N-吡咯烷基)-1-丙酮"
"7204"	"表2"	"784985-33-7"	"784985-33-7"	"1-[3,4-(亚甲二氧基)苯基]-2-(N-吡咯烷基)-1-丁酮"
"7205"	"表2"	"152624-03-8"	"152624-03-8"	"1-[5-(2,3-二氢苯并呋喃基)]-2-丙胺"
"7206"	"表4"	"96445-14-6[甲醇溶液]"	"96445-14-6"	"10-氧代纳曲酮，甲醇溶液"
"7207"	"表4"	"96445-14-6"	"96445-14-6"	"10-氧代纳曲酮"
"7208"	"表4"	"53584-59-1[易燃溶剂溶液]"	"53584-59-1"	"17α(H)-22,29,30-三去甲何帕，溶液"
"7209"	"表4"	"53584-59-1"	"53584-59-1"	"17α(H)-22,29,30-三去甲何帕"
"7210"	"表4"	"471-62-5"	"471-62-5"	"17β(H),21β(H)-藿烷"
"7211"	"表4"	"471-62-5[易燃溶剂溶液]"	"471-62-5"	"17β(H),21β(H)-藿烷，溶液"
"7212"	"表4"	"60133-18-8[易燃溶剂溶液]"	"60133-18-8"	"1α,25-羟基胆骨化醇 D2，溶液"
"7213"	"表4"	"60133-18-8"	"60133-18-8"	"1α,25-羟基胆骨化醇 D2"
"7214"	"表4"	"19134-50-0[甲醇溶液]"	"19134-50-0"	"1-苯基-2-(1-吡咯烷基)-1-丙酮，盐酸盐，甲醇溶液"
"7215"	"表4"	"19134-50-0"	"19134-50-0"	"1-苯基-2-(1-吡咯烷基)-1-丙酮，盐酸盐"
"7216"	"表4"	"13415-54-8[甲醇溶液]"	"13415-54-8"	"1-苯基-2-(1-吡咯烷基)-1-丁酮，盐酸盐，甲醇溶液"
"7217"	"表4"	"13415-54-8"	"13415-54-8"	"1-苯基-2-(1-吡咯烷基)-1-丁酮，盐酸盐"
"7218"	"表2"	"13415-82-2"	"13415-82-2"	"1-苯基-2-(1-吡咯烷基)-1-丁酮"
"7219"	"表2"	"13415-83-3"	"13415-83-3"	"1-苯基-2-(1-吡咯烷基)-1-庚酮"
"7220"	"表2"	"13415-86-6"	"13415-86-6"	"1-苯基-2-(1-吡咯烷基)-1-己酮"
"7221"	"表2"	"209414-08-4"	"209414-08-4"	"1-己基-3-(1-萘甲酰基)吲哚"
"7222"	"表2"	"13147-09-6"	"13147-09-6"	"1-甲基-4-苯基-4-哌啶丙酸酯"
"7223"	"表2"	"432047-72-8"	"432047-72-8"	"1-萘基[4-(戊氧基)-1-萘基]甲酮"
"7224"	"表2"	"31876-38-7"	"31876-38-7"	"1-羟环丁-1-烯-3,4-二酮"
"7225"	"表2"	"1400742-17-7"	"1400742-17-7"	"1-戊基-1H-吲哚-3-羧酸-8-喹啉酯"
"7226"	"表2"	"914458-22-3"	"914458-22-3"	"1-戊基-2-(2-甲基苯基)-4-(1-萘甲酰基)吡咯"
"7227"	"表2"	"864445-54-5"	"864445-54-5"	"1-戊基-3-(2-氯苯乙酰基)吲哚"
"7228"	"表2"	"619294-47-2"	"619294-47-2"	"1-戊基-3-(4-甲基-1-萘甲酰基)吲哚"
"7229"	"表2"	"210179-46-7"	"210179-46-7"	"1-戊基-3-(4-甲氧基-1-萘甲酰基)吲哚"
"7230"	"表2"	"1345966-78-0"	"1345966-78-0"	"1-戊基-3-(4-甲氧基苯甲酰基)吲哚"
"7231"	"表2"	"824959-81-1"	"824959-81-1"	"1-戊基-3-(4-乙基-1-萘甲酰基)吲哚"
"7232"	"表4"	"25973-55-1[易燃溶剂溶液]"	"25973-55-1"	"2-(2H-苯并三唑-2-基)-4,6-二叔戊基酚，溶液"
"7233"	"表4"	"25973-55-1"	"25973-55-1"	"2-(2H-苯并三唑-2-基)-4,6-二叔戊基酚"
"7234"	"表2"	"864445-43-2"	"864445-43-2"	"2-(2-甲氧基苯基)-1-(1-戊基-1H-吲哚-3-基)乙酮"
"7235"	"表4"	"52570-16-8[丙酮溶液]"	"52570-16-8"	"2-(2-萘氧基)丙酰替苯胺，丙酮溶液"
"7236"	"表4"	"52570-16-8[易燃溶剂溶液]"	"52570-16-8"	"2-(2-萘氧基)丙酰替苯胺，溶液"
"7237"	"表4"	"52570-16-8"	"52570-16-8"	"2-(2-萘氧基)丙酰替苯胺"
"7238"	"表2"	"2914-77-4"	"2914-77-4"	"2-(二甲氨基甲基)-1-(3-甲氧基苯基)环己醇"
"7239"	"表4"	"21564-17-0[易燃溶剂溶液]"	"21564-17-0"	"2-(硫氰酸甲基巯基)苯并噻唑，溶液"
"7240"	"表4"	"21564-17-0"	"21564-17-0"	"2-(硫氰酸甲基巯基)苯并噻唑"
"7241"	"表2"	"1239943-76-0"	"1239943-76-0"	"2-(乙氨基)-2-(3-甲氧基苯基)环己酮"
"7242"	"表2"	"57117-31-4"	"57117-31-4"	"2,3,4,7,8-五氯二苯并对呋喃"
"7243"	"表2"	"1746-01-6"	"1746-01-6"	"2,3,7,8-四氯二苯并对二噁英"
"7244"	"表2"	"271-89-6"	"271-89-6"	"2,3-苯并呋喃"
"7245"	"表4"	"111295-09-1"	"111295-09-1"	"2,3-二氢-3-羟基-2-氧代麦角乙二胺"
"7246"	"表4"	"111295-09-1[易燃溶剂溶液]"	"111295-09-1"	"2,3-二氢-3-羟基-2-氧代麦角乙二胺，溶液"
"7247"	"表4"	"1615-91-4[易燃溶剂溶液]"	"1615-91-4"	"22(29)何帕烯，溶液"
"7248"	"表4"	"1615-91-4"	"1615-91-4"	"22(29)何帕烯"
"7249"	"表4"	"21343-40-8[易燃溶剂溶液]"	"21343-40-8"	"25-羟基维生素 D2，溶液"
"7250"	"表4"	"21343-40-8"	"21343-40-8"	"25-羟基维生素 D2"
"7251"	"表2"	"519-74-4"	"519-74-4"	"2-二苯甲基哌啶"
"7252"	"表2"	"765231-58-1"	"765231-58-1"	"2-二甲氨基-1-[3,4-(亚甲二氧基)苯基]-1-丙酮"
"7253"	"表2"	"802575-11-7"	"802575-11-7"	"2-甲氨基-1-[3,4-(亚甲二氧基)苯基]-1-丁酮"
"7254"	"表2"	"155471-08-2"	"155471-08-2"	"2-甲基-1-丙基-3-(1-萘甲酰基)吲哚"
"7255"	"表2"	"155471-10-6"	"155471-10-6"	"2-甲基-1-戊基-3-(1-萘甲酰基)吲哚"
"7256"	"表4"	"2371-42-8[甲醇溶液]"	"2371-42-8"	"2-甲基异冰片，甲醇溶液"
"7257"	"表4"	"2371-42-8"	"2371-42-8"	"2-甲基异冰片"
"7258"	"表4"	"28159-98-0"	"28159-98-0"	"2-叔丁氨基-4-环丙氨基-6-甲硫基-S-三嗪"
"7259"	"表4"	"28159-98-0[易燃溶剂溶液]"	"28159-98-0"	"2-叔丁氨基-4-环丙氨基-6-甲硫基-S-三嗪，溶液"
"7260"	"表4"	"26530-20-1[易燃溶剂溶液]"	"26530-20-1"	"2-辛基-4-异噻唑啉-3-酮，溶液"
"7261"	"表4"	"26530-20-1"	"26530-20-1"	"2-辛基-4-异噻唑啉-3-酮"
"7262"	"表2"	"32904-22-6"	"32904-22-6"	"3-(1,2-二甲基庚基)-7,8,9,10-四氢-6,6,9-三甲基-6H-二苯并[b,d]吡喃-1-醇"
"7263"	"表2"	"1400742-68-8"	"1400742-68-8"	"3,4-二氯哌甲酯"
"7264"	"表2"	"24622-62-6"	"24622-62-6"	"3,4-亚甲基二氧吡咯戊酮，盐酸盐"
"7265"	"表2"	"687603-66-3"	"687603-66-3"	"3,4-亚甲基二氧吡咯戊酮"
"7266"	"表4"	"169616-17-5[易燃溶剂溶液]"	"169616-17-5"	"3,4-乙烯基二氧基吡咯，溶液"
"7267"	"表4"	"169616-17-5"	"169616-17-5"	"3,4-乙烯基二氧基吡咯"
"7268"	"表2"	"101-25-7"	"101-25-7"	"3,7-二亚硝基-1,3,5,7-四氮杂双环[3.3.1]壬烷"
"7269"	"表4"	"73809-05-9"	"73809-05-9"	"3-epi-25-羟基维生素 D3"
"7270"	"表4"	"73809-05-9[易燃溶剂溶液]"	"73809-05-9"	"3-epi-25-羟基维生素 D3，溶液"
"7271"	"表4"	"34114-98-2[易燃溶剂溶液]"	"34114-98-2"	"3α,4β,15-三羟基-8α-(3-甲基丁酰氧)-12,13-环氧单端孢霉-9-烯，溶液"
"7272"	"表4"	"34114-98-2"	"34114-98-2"	"3α,4β,15-三羟基-8α-(3-甲基丁酰氧)-12,13-环氧单端孢霉-9-烯"
"7273"	"表4"	"34114-99-3[易燃溶剂溶液]"	"34114-99-3"	"3α,4β,8α,15-四羟基-12,13-环氧单端孢霉-9-烯，溶液"
"7274"	"表4"	"34114-99-3"	"34114-99-3"	"3α,4β,8α,15-四羟基-12,13-环氧单端孢霉-9-烯"
"7275"	"表4"	"80-65-9[易燃溶剂溶液]"	"80-65-9"	"3-氨基-2-恶唑烷酮，溶液"
"7276"	"表4"	"80-65-9"	"80-65-9"	"3-氨基-2-恶唑烷酮"
"7277"	"表4"	"43056-63-9[易燃溶剂溶液]"	"43056-63-9"	"3-氨基-5-吗啉基甲基-2-噁唑烷酮，溶液"
"7278"	"表4"	"43056-63-9"	"43056-63-9"	"3-氨基-5-吗啉基甲基-2-噁唑烷酮"
"7279"	"表4"	"2164-08-1[易燃溶剂溶液]"	"2164-08-1"	"3-环己基-6,7-二氢-1H-环戊并嘧啶-2,4-(3H,5H)-二酮，溶液"
"7280"	"表4"	"2164-08-1"	"2164-08-1"	"3-环己基-6,7-二氢-1H-环戊并嘧啶-2,4-(3H,5H)-二酮"
"7281"	"表4"	"28230-32-2[易燃溶剂溶液]"	"28230-32-2"	"3-羟基-1,2,3-苯并三嗪-4(3H)-酮，溶液"
"7282"	"表4"	"28230-32-2"	"28230-32-2"	"3-羟基-1,2,3-苯并三嗪-4(3H)-酮"
"7283"	"表4"	"16655-82-6[易燃溶剂溶液]"	"16655-82-6"	"3-羟基呋喃丹，溶液"
"7284"	"表4"	"16655-82-6"	"16655-82-6"	"3-羟基呋喃丹"
"7285"	"表4"	"31250-18-7[甲苯溶液]"	"31250-18-7"	"5,6-苯并-4,7,13,16,21,24-六氧杂-1,10-二氮杂二环[8.8.8]二十六碳-5-烯，甲苯溶液"
"7286"	"表4"	"31250-18-7"	"31250-18-7"	"5,6-苯并-4,7,13,16,21,24-六氧杂-1,10-二氮杂二环[8.8.8]二十六碳-5-烯"
"7287"	"表2"	"132741-81-2"	"132741-81-2"	"5,6-亚甲二氧基-2-氨基茚满"
"7288"	"表2"	"66-75-1"	"66-75-1"	"5-[双(2-氯乙基)氨基]-2,4(1H,3H)嘧啶二酮"
"7289"	"表2"	"928822-98-4"	"928822-98-4"	"5-甲氧基-N,N-二烯丙基-1H-吲哚-3-乙胺"
"7290"	"表2"	"4021-34-5"	"4021-34-5"	"5-甲氧基-N,N-二异丙基色胺"
"7291"	"表2"	"96096-55-8"	"96096-55-8"	"5-甲氧基-N-甲基-N-异丙基色胺"
"7292"	"表2"	"13674-05-0"	"13674-05-0"	"5-甲氧基-α-甲基-3,4-(亚甲二氧基)苯乙胺"
"7293"	"表4"	"286834-84-2[甲醇溶液]"	"286834-84-2"	"6-(2-氨基丙基)苯并呋喃，盐酸盐，甲醇溶液"
"7294"	"表4"	"286834-84-2"	"286834-84-2"	"6-(2-氨基丙基)苯并呋喃，盐酸盐"
"7295"	"表4"	"83-43-2[易燃溶剂溶液]"	"83-43-2"	"6α-甲基泼尼松龙，溶液"
"7296"	"表4"	"83-43-2"	"83-43-2"	"6α-甲基泼尼松龙"
"7297"	"表2"	"319920-71-3"	"319920-71-3"	"6-氯-3,4-亚甲二氧基甲基苯丙胺"
"7298"	"表4"	"2784-73-8"	"2784-73-8"	"6-乙酰吗啡"
"7299"	"表4"	"2784-73-8[易燃溶剂溶液]"	"2784-73-8"	"6-乙酰吗啡，溶液"
"7300"	"表4"	"205-12-9[易燃溶剂溶液]"	"205-12-9"	"7H-苯并[c]芴，溶液"
"7301"	"表4"	"205-12-9"	"205-12-9"	"7H-苯并[c]芴"
"7302"	"表4"	"174418-82-7"	"174418-82-7"	"7-羟基帽柱木碱"
"7303"	"表4"	"174418-82-7[甲醇溶液]"	"174418-82-7"	"7-羟基帽柱木碱，甲醇溶液"
"7304"	"表2"	"1165-48-6"	"1165-48-6"	"8-(二甲基氨基甲基)-7-甲氧基氨基-3-甲基黄酮"
"7305"	"表4"	"38050-71-4[易燃溶剂溶液]"	"38050-71-4"	"8-甲氧基-9-硼杂双环[3.3.1]壬烷，溶液"
"7306"	"表4"	"38050-71-4"	"38050-71-4"	"8-甲氧基-9-硼杂双环[3.3.1]壬烷"
"7307"	"表4"	"344782-49-6[甲苯溶液]"	"344782-49-6"	"9,9-二(2-乙基己基)芴-2,7-二硼酸二(1,3-丙二醇)酯，甲苯溶液"
"7308"	"表4"	"344782-49-6"	"344782-49-6"	"9,9-二(2-乙基己基)芴-2,7-二硼酸二(1,3-丙二醇)酯"
"7309"	"表4"	"53317-09-2[易燃溶剂溶液]"	"53317-09-2"	"9-苄基-9-硼杂双环[3.3.1]壬烷，溶液"
"7310"	"表4"	"53317-09-2"	"53317-09-2"	"9-苄基-9-硼杂双环[3.3.1]壬烷"
"7311"	"表4"	"70145-42-5"	"70145-42-5"	"9-碘-9-硼杂二环[3.3.1]壬烷"
"7312"	"表4"	"70145-42-5[易燃溶剂溶液]"	"70145-42-5"	"9-碘-9-硼杂二环[3.3.1]壬烷，溶液"
"7313"	"表4"	"280-64-8"	"280-64-8"	"9-硼双环[3.3.1]壬烷"
"7314"	"表4"	"280-64-8[易燃溶剂溶液]"	"280-64-8"	"9-硼双环[3.3.1]壬烷，溶液"
"7315"	"表4"	"62731-43-5[易燃溶剂溶液]"	"62731-43-5"	"9-硼杂双环[3.3.1]壬基三氟甲磺酸酯，溶液"
"7316"	"表4"	"62731-43-5"	"62731-43-5"	"9-硼杂双环[3.3.1]壬基三氟甲磺酸酯"
"7317"	"表2"	"299-26-3"	"299-26-3"	"DL-α-甲基色胺"
"7318"	"表4"	"26934-87-2"	"26934-87-2"	"HT-2毒素"
"7319"	"表4"	"26934-87-2[易燃溶剂溶液]"	"26934-87-2"	"HT-2毒素，溶液"
"7320"	"表2"	"1801338-27-1"	"1801338-27-1"	"N-(1-氨甲酰基-2,2-二甲基丙基)-1-(5-氟戊基)吲哚-3-甲酰胺"
"7321"	"表2"	"1445583-48-1"	"1445583-48-1"	"N-(1-氨甲酰基-2,2-二甲基丙基)-1-戊基吲哚-3-甲酰胺"
"7322"	"表2"	"1633766-73-0"	"1633766-73-0"	"N-(1-氨甲酰基-2,2-二甲基丙基)-1-戊基吲唑-3-甲酰胺"
"7323"	"表2"	"1629062-56-1"	"1629062-56-1"	"N-(1-氨甲酰基-2-甲基丙基)-1-(4-氟苄基)吲唑-3-甲酰胺"
"7324"	"表2"	"1801338-26-0"	"1801338-26-0"	"N-(1-氨甲酰基-2-甲基丙基)-1-(5-氟戊基)吲哚-3-甲酰胺"
"7325"	"表2"	"1800101-60-3"	"1800101-60-3"	"N-(1-氨甲酰基-2-甲基丙基)-1-(5-氟戊基)吲唑-3-甲酰胺"
"7326"	"表2"	"1185887-21-1"	"1185887-21-1"	"N-(1-氨甲酰基-2-甲基丙基)-1-(环己基甲基)吲唑-3-甲酰胺"
"7327"	"表2"	"1445583-20-9"	"1445583-20-9"	"N-(1-氨甲酰基-2-甲基丙基)-1-戊基吲唑-3-甲酰胺"
"7328"	"表2"	"1400742-50-8"	"1400742-50-8"	"N-(1-甲基-1-苯基乙基)-1-(4-四氢吡喃基甲基)吲唑-3-甲酰胺"
"7329"	"表2"	"1715016-77-5"	"1715016-77-5"	"N-(1-甲氧基羰基-2,2-二甲基丙基)-1-(4-氟苄基)吲唑-3-甲酰胺"
"7330"	"表2"	"1715016-78-6"	"1715016-78-6"	"N-(1-甲氧基羰基-2,2-二甲基丙基)-1-(环己基甲基)吲哚-3-甲酰胺"
"7331"	"表2"	"1715016-74-2"	"1715016-74-2"	"N-(1-甲氧基羰基-2-甲基丙基)-1-(5-氟戊基)吲唑-3-甲酰胺"
"7332"	"表2"	"1354631-26-7"	"1354631-26-7"	"N-(1-金刚烷基)-1-(5-氟戊基)吲哚-3-甲酰胺"
"7333"	"表2"	"1400742-13-3"	"1400742-13-3"	"N-(1-金刚烷基)-1-(5-氟戊基)吲唑-3-甲酰胺"
"7334"	"表2"	"1345973-50-3"	"1345973-50-3"	"N-(1-金刚烷基)-1-戊基吲哚-3-甲酰胺"
"7335"	"表2"	"1345973-53-6"	"1345973-53-6"	"N-(1-金刚烷基)-1-戊基吲唑-3-甲酰胺"
"7336"	"表2"	"1354631-77-8"	"1354631-77-8"	"N,α-二甲基-5-苯并呋喃乙胺"
"7337"	"表4"	"1185282-01-2[甲醇溶液]"	"1185282-01-2"	"N-[(1S)-1-(氨基羰基)-2-甲基丙基]-1-[(4-氟苯基)甲基]-1H-吲唑-3-甲酰胺，甲醇溶液"
"7338"	"表4"	"1185282-01-2"	"1185282-01-2"	"N-[(1S)-1-(氨基羰基)-2-甲基丙基]-1-[(4-氟苯基)甲基]-1H-吲唑-3-甲酰胺"
"7339"	"表2"	"7464-94-0"	"7464-94-0"	"N-甲基-1-(噻吩-2-基)丙-2-胺，盐酸盐"
"7340"	"表2"	"801156-47-8"	"801156-47-8"	"N-甲基-1-(噻吩-2-基)丙-2-胺"
"7341"	"表4"	"22316-55-8[易燃溶剂溶液]"	"22316-55-8"	"N-去甲基氯巴占，溶液"
"7342"	"表4"	"22316-55-8"	"22316-55-8"	"N-去甲基氯巴占"
"7343"	"表4"	"1300037-83-5[甲醇溶液]"	"1300037-83-5"	"N-去甲基他喷他多，甲醇溶液"
"7344"	"表4"	"1300037-83-5"	"1300037-83-5"	"N-去甲基他喷他多"
"7345"	"表4"	"1133-64-8[甲醇溶液]"	"1133-64-8"	"N-亚硝基假木贼碱，甲醇溶液"
"7346"	"表4"	"1133-64-8"	"1133-64-8"	"N-亚硝基假木贼碱"
"7347"	"表4"	"80508-23-2[甲醇溶液]"	"80508-23-2"	"N'-亚硝基降烟碱，甲醇溶液"
"7348"	"表4"	"80508-23-2[易燃溶剂溶液]"	"80508-23-2"	"N'-亚硝基降烟碱，溶液"
"7349"	"表4"	"80508-23-2"	"80508-23-2"	"N'-亚硝基降烟碱"
"7350"	"表4"	"93413-62-8[甲醇溶液]"	"93413-62-8"	"O-去甲文拉法辛，甲醇溶液"
"7351"	"表4"	"93413-62-8"	"93413-62-8"	"O-去甲文拉法辛"
"7352"	"表2"	"63869-11-4"	"63869-11-4"	"rac-α-地美庚醇"
"7353"	"表4"	"66230-04-4[易燃溶剂溶液]"	"66230-04-4"	"S-氰戊菊酯，溶液"
"7354"	"表4"	"66230-04-4"	"66230-04-4"	"S-氰戊菊酯"
"7355"	"表4"	"959-98-8[易燃溶剂溶液]"	"959-98-8"	"α-硫丹，溶液"
"7356"	"表4"	"959-98-8"	"959-98-8"	"α-硫丹"
"7357"	"表4"	"5103-71-9[易燃溶剂溶液]"	"5103-71-9"	"α-氯丹，溶液"
"7358"	"表4"	"5103-71-9"	"5103-71-9"	"α-氯丹"
"7359"	"表2"	"66-81-9"	"66-81-9"	"β-[2-(3,5-二甲基-2-氧代环己基)-2-羟基乙基]-戊二酰亚胺"
"7360"	"表2"	"3626-55-9"	"3626-55-9"	"β-甲基-α,α-二苯基-4-吗啉基丁酸"
"7361"	"表4"	"33213-65-9"	"33213-65-9"	"β-硫丹"
"7362"	"表4"	"33213-65-9[易燃溶剂溶液]"	"33213-65-9"	"β-硫丹，溶液"
"7363"	"表4"	"5103-74-2[易燃溶剂溶液]"	"5103-74-2"	"γ-氯丹，溶液"
"7364"	"表4"	"5103-74-2"	"5103-74-2"	"γ-氯丹"
"7365"	"表2"	"23978-85-0"	"23978-85-0"	"Δ9-四氢大麻酚酸"
"7366"	"表2"	"55123-63-2"	"55123-63-2"	"阿法美沙多，盐酸盐"
"7367"	"表2"	"13425-22-4"	"13425-22-4"	"阿米雷司，富马酸盐"
"7368"	"表2"	"2207-50-3"	"2207-50-3"	"阿米雷司"
"7369"	"表4"	"71751-41-2[甲醇溶液]"	"71751-41-2"	"阿维菌素 B1，甲醇溶液"
"7370"	"表4"	"71751-41-2[易燃溶剂溶液]"	"71751-41-2"	"阿维菌素 B1，溶液"
"7371"	"表4"	"71751-41-2"	"71751-41-2"	"阿维菌素 B1"
"7372"	"表2"	"14521-96-1"	"14521-96-1"	"埃托啡"
"7373"	"表3"	"309-00-2[易燃溶剂溶液]"	"309-00-2"	"艾氏剂，溶液"
"7374"	"表3"	"309-00-2[含量≤75%]"	"309-00-2"	"艾氏剂"
"7375"	"表3"	"309-00-2"	"309-00-2"	"艾氏剂"
"7376"	"表2"	"57574-09-1"	"57574-09-1"	"安咪奈丁"
"7377"	"表4"	"470-82-6[易燃溶剂溶液]"	"470-82-6"	"桉叶油醇，溶液"
"7378"	"表4"	"470-82-6"	"470-82-6"	"桉叶油醇"
"7379"	"表4"	"19774-82-4[甲醇溶液]"	"19774-82-4"	"胺碘酮，盐酸盐，甲醇溶液"
"7380"	"表4"	"19774-82-4"	"19774-82-4"	"胺碘酮，盐酸盐"
"7381"	"表4"	"7696-12-0[易燃溶剂溶液]"	"7696-12-0"	"胺菊酯，溶液"
"7382"	"表4"	"7696-12-0"	"7696-12-0"	"胺菊酯"
"7383"	"表4"	"1017241-34-7[甲醇溶液]"	"1017241-34-7"	"奥氮平内酰胺，甲醇溶液"
"7384"	"表4"	"1017241-34-7"	"1017241-34-7"	"奥氮平内酰胺"
"7385"	"表4"	"8001-35-2[易燃溶剂溶液]"	"8001-35-2"	"八氯莰烯，溶液"
"7386"	"表4"	"8001-35-2"	"8001-35-2"	"八氯莰烯"
"7387"	"表2"	"4685-14-7"	"4685-14-7"	"百草枯"
"7388"	"表4"	"175013-18-0[易燃溶剂溶液]"	"175013-18-0"	"百克敏，溶液"
"7389"	"表4"	"175013-18-0"	"175013-18-0"	"百克敏"
"7390"	"表2"	"15301-48-1"	"15301-48-1"	"贝齐米特"
"7391"	"表2"	"59708-44-0"	"59708-44-0"	"贝齐米特，盐酸盐"
"7392"	"表2"	"17140-94-2"	"17140-94-2"	"苯巴比妥镁"
"7393"	"表4"	"239-35-0"	"239-35-0"	"苯并[b]萘并[2,1-d]噻吩"
"7394"	"表4"	"138261-41-3[易燃溶剂溶液]"	"138261-41-3"	"吡虫啉，溶液"
"7395"	"表4"	"138261-41-3"	"138261-41-3"	"吡虫啉"
"7396"	"表2"	"1147-62-2"	"1147-62-2"	"吡咯戊酮，盐酸盐"
"7397"	"表4"	"123312-89-0[甲醇溶液]"	"123312-89-0"	"吡蚜酮，甲醇溶液"
"7398"	"表4"	"123312-89-0"	"123312-89-0"	"吡蚜酮"
